Node Number	LOC_DEFY (m)
109164	8.4675e-003
109165	9.6011e-003
109166	8.4599e-003
109167	8.702e-003
109168	9.3292e-003
109169	9.0872e-003
109170	9.1486e-003
109171	8.9299e-003
109172	8.4484e-003
109173	8.967e-003
109174	8.785e-003
109175	8.2683e-003
109176	8.0956e-003
109177	7.7058e-003
109178	8.3085e-003
109179	6.6973e-003
109180	1.1632e-002
109181	8.4757e-003
109182	7.5627e-003
109183	7.8489e-003
109184	9.4165e-003
109185	6.4237e-003
109186	7.0783e-003
109187	7.14e-003
109188	7.0593e-003
109189	6.8915e-003
109190	6.7111e-003
109191	7.8036e-003
109192	8.6841e-003
109193	1.0651e-002
109194	6.7423e-003
109195	6.6e-003
109196	7.0681e-003
109197	7.0098e-003
109198	6.7834e-003
109199	6.8901e-003
109200	6.4735e-003
109201	7.4439e-003
109202	6.7413e-003
109203	8.0371e-003
109204	8.7347e-003
109205	1.0484e-002
109206	6.4208e-003
109207	6.9546e-003
109208	6.3728e-003
109209	6.3508e-003
109210	6.3523e-003
109211	6.1063e-003
109212	6.4614e-003
109213	6.3792e-003
109214	6.6355e-003
109215	6.6736e-003
109216	8.0442e-003
109217	6.0331e-003
109218	8.2278e-003
109219	9.0717e-003
109220	5.5108e-003
109221	6.547e-003
109222	6.5445e-003
109223	6.2826e-003
109224	6.3832e-003
109225	6.3108e-003
109226	6.3585e-003
109227	6.3243e-003
109228	6.3457e-003
109229	6.7712e-003
109230	6.2666e-003
109231	7.7238e-003
109232	8.5372e-003
109233	7.283e-003
109234	1.246e-002
109235	6.5326e-003
109236	6.3535e-003
109237	6.5066e-003
109238	6.4587e-003
109239	6.4982e-003
109240	6.1577e-003
109241	6.4227e-003
109242	6.296e-003
109243	6.6245e-003
109244	6.8248e-003
109245	6.2175e-003
109246	7.0375e-003
109247	6.6745e-003
109248	7.3073e-003
109249	7.3698e-003
109250	9.4246e-003
109251	1.2544e-002
109252	6.3367e-003
109253	6.368e-003
109254	6.7199e-003
109255	6.4595e-003
109256	6.5298e-003
109257	6.7901e-003
109258	6.7773e-003
109259	6.3209e-003
109260	6.6024e-003
109261	6.8555e-003
109262	7.0149e-003
109263	6.8266e-003
109264	6.7455e-003
109265	6.5406e-003
109266	7.6182e-003
109267	7.4973e-003
109268	7.9898e-003
109269	1.0221e-002
109270	6.4215e-003
109271	6.4304e-003
109272	6.6725e-003
109273	6.6314e-003
109274	6.6484e-003
109275	6.7575e-003
109276	6.8668e-003
109277	6.7561e-003
109278	6.7908e-003
109279	6.9102e-003
109280	7.5057e-003
109281	7.2357e-003
109282	7.1902e-003
109283	7.2629e-003
109284	7.1882e-003
109285	7.5135e-003
109286	7.4072e-003
109287	7.8558e-003
109288	8.6387e-003
109289	6.4968e-003
109290	6.5483e-003
109291	6.7578e-003
109292	6.7199e-003
109293	6.8383e-003
109294	6.7604e-003
109295	6.875e-003
109296	7.1407e-003
109297	7.1333e-003
109298	7.0438e-003
109299	7.442e-003
109300	7.1758e-003
109301	7.2045e-003
109302	7.2126e-003
109303	7.1907e-003
109304	7.5873e-003
109305	7.4642e-003
109306	7.0895e-003
109307	8.1318e-003
109308	1.2276e-002
109309	6.5665e-003
109310	6.7018e-003
109311	6.9919e-003
109312	6.8956e-003
109313	7.016e-003
109314	7.1634e-003
109315	6.9906e-003
109316	7.3159e-003
109317	7.4824e-003
109318	7.6454e-003
109319	7.5004e-003
109320	7.3088e-003
109321	7.2972e-003
109322	7.1646e-003
109323	7.569e-003
109324	7.2414e-003
109325	7.5814e-003
109326	8.0298e-003
109327	8.5026e-003
109328	9.8948e-003
109329	1.7704e-002
109330	6.7147e-003
109331	6.8353e-003
109332	7.0992e-003
109333	6.9811e-003
109334	7.0866e-003
109335	7.1691e-003
109336	7.1676e-003
109337	7.701e-003
109338	7.5975e-003
109339	7.6161e-003
109340	7.653e-003
109341	7.4076e-003
109342	7.3347e-003
109343	7.3028e-003
109344	7.3966e-003
109345	8.0417e-003
109346	7.8375e-003
109347	8.0505e-003
109348	7.3345e-003
109349	8.9089e-003
109350	9.5231e-003
109351	1.2306e-002
109352	6.8454e-003
109353	7.0669e-003
109354	7.1743e-003
109355	7.0116e-003
109356	7.0734e-003
109357	7.3374e-003
109358	7.3564e-003
109359	7.7368e-003
109360	7.6111e-003
109361	7.9175e-003
109362	7.6319e-003
109363	7.5146e-003
109364	8.0322e-003
109365	7.7552e-003
109366	7.7257e-003
109367	7.9699e-003
109368	7.875e-003
109369	8.0862e-003
109370	8.2828e-003
109371	7.7387e-003
109372	8.7053e-003
109373	9.1445e-003
109374	6.843e-003
109375	6.9525e-003
109376	7.3184e-003
109377	7.0478e-003
109378	7.2137e-003
109379	7.6138e-003
109380	7.7203e-003
109381	7.9646e-003
109382	7.78e-003
109383	7.8537e-003
109384	7.9684e-003
109385	7.8551e-003
109386	8.3232e-003
109387	7.89e-003
109388	7.7768e-003
109389	7.9406e-003
109390	7.8617e-003
109391	8.1512e-003
109392	8.074e-003
109393	7.9438e-003
109394	8.1296e-003
109395	7.5278e-003
109396	1.0156e-002
109397	7.0062e-003
109398	6.9895e-003
109399	7.2991e-003
109400	7.2289e-003
109401	7.3754e-003
109402	7.6943e-003
109403	7.7198e-003
109404	8.2108e-003
109405	8.0825e-003
109406	7.8742e-003
109407	8.1387e-003
109408	7.8238e-003
109409	7.8872e-003
109410	7.998e-003
109411	7.9966e-003
109412	7.9375e-003
109413	8.0849e-003
109414	8.2105e-003
109415	8.2122e-003
109416	8.1629e-003
109417	7.9075e-003
109418	7.9495e-003
109419	1.1728e-002
109420	1.2095e-002
109421	6.8382e-003
109422	7.0106e-003
109423	7.1801e-003
109424	7.3242e-003
109425	7.5651e-003
109426	7.8033e-003
109427	7.8102e-003
109428	8.2426e-003
109429	8.198e-003
109430	7.8423e-003
109431	7.879e-003
109432	7.6197e-003
109433	7.9892e-003
109434	8.2482e-003
109435	8.1624e-003
109436	8.0013e-003
109437	8.1998e-003
109438	8.1354e-003
109439	8.3284e-003
109440	8.2238e-003
109441	7.9513e-003
109442	8.0717e-003
109443	1.142e-002
109444	5.2724e-003
109445	6.6619e-003
109446	6.9637e-003
109447	7.1118e-003
109448	7.4355e-003
109449	7.5532e-003
109450	7.8342e-003
109451	7.9303e-003
109452	8.0664e-003
109453	7.9433e-003
109454	7.7899e-003
109455	7.9193e-003
109456	7.9011e-003
109457	7.7461e-003
109458	8.2306e-003
109459	8.2763e-003
109460	8.0299e-003
109461	8.1885e-003
109462	8.1407e-003
109463	8.2571e-003
109464	8.1983e-003
109465	8.2571e-003
109466	9.3495e-003
109467	9.9037e-003
109468	1.1193e-002
109469	1.5079e-002
109470	6.8614e-003
109471	7.3692e-003
109472	7.1468e-003
109473	7.5547e-003
109474	7.6261e-003
109475	7.8518e-003
109476	7.8539e-003
109477	7.9213e-003
109478	8.1889e-003
109479	7.9348e-003
109480	8.0491e-003
109481	8.174e-003
109482	8.0053e-003
109483	8.4885e-003
109484	7.9612e-003
109485	8.1538e-003
109486	8.2798e-003
109487	8.2299e-003
109488	8.3099e-003
109489	8.2513e-003
109490	8.0865e-003
109491	7.6253e-003
109492	7.9441e-003
109493	1.132e-002
109494	5.4185e-003
109495	7.0409e-003
109496	7.1469e-003
109497	7.1379e-003
109498	7.6459e-003
109499	7.6497e-003
109500	7.8837e-003
109501	7.9135e-003
109502	7.8307e-003
109503	7.7546e-003
109504	8.0304e-003
109505	7.9135e-003
109506	7.6855e-003
109507	8.2855e-003
109508	7.9695e-003
109509	8.3917e-003
109510	8.4453e-003
109511	7.9379e-003
109512	8.2854e-003
109513	8.2929e-003
109514	8.2018e-003
109515	8.1884e-003
109516	8.6831e-003
109517	9.2472e-003
109518	1.0934e-002
109519	7.8624e-003
109520	6.3647e-003
109521	7.108e-003
109522	7.2746e-003
109523	7.636e-003
109524	7.6449e-003
109525	7.8424e-003
109526	7.8921e-003
109527	7.8291e-003
109528	7.7875e-003
109529	7.8009e-003
109530	7.769e-003
109531	7.9243e-003
109532	7.8648e-003
109533	8.3745e-003
109534	8.5131e-003
109535	8.5344e-003
109536	8.3603e-003
109537	8.5067e-003
109538	8.6074e-003
109539	8.5008e-003
109540	8.2579e-003
109541	7.7244e-003
109542	9.0498e-003
109543	8.7508e-003
109544	1.1759e-002
109545	7.5319e-003
109546	6.4249e-003
109547	7.2241e-003
109548	7.2186e-003
109549	7.7045e-003
109550	7.6688e-003
109551	7.8786e-003
109552	7.8728e-003
109553	7.7526e-003
109554	7.9552e-003
109555	7.9794e-003
109556	8.1638e-003
109557	8.1064e-003
109558	8.487e-003
109559	8.4249e-003
109560	8.6591e-003
109561	8.2173e-003
109562	8.9329e-003
109563	8.334e-003
109564	8.5445e-003
109565	8.1698e-003
109566	7.9053e-003
109567	8.8339e-003
109568	9.8832e-003
109569	1.0231e-002
109570	1.1051e-002
109571	6.5489e-003
109572	6.8091e-003
109573	7.3219e-003
109574	7.3325e-003
109575	7.7138e-003
109576	7.6995e-003
109577	7.8874e-003
109578	7.802e-003
109579	7.8232e-003
109580	8.0966e-003
109581	8.1209e-003
109582	8.1059e-003
109583	8.3827e-003
109584	8.2427e-003
109585	8.5882e-003
109586	8.7857e-003
109587	8.1929e-003
109588	8.3756e-003
109589	8.6947e-003
109590	8.8799e-003
109591	8.5761e-003
109592	8.1186e-003
109593	8.6176e-003
109594	9.3714e-003
109595	1.0383e-002
109596	1.1109e-002
109597	9.601e-003
109598	6.8372e-003
109599	7.3897e-003
109600	7.4116e-003
109601	7.6939e-003
109602	7.7093e-003
109603	7.9097e-003
109604	7.9091e-003
109605	7.9407e-003
109606	8.0678e-003
109607	8.0842e-003
109608	8.1679e-003
109609	8.1809e-003
109610	8.366e-003
109611	8.8419e-003
109612	8.7262e-003
109613	8.6264e-003
109614	8.4243e-003
109615	8.5563e-003
109616	8.5723e-003
109617	8.5031e-003
109618	8.267e-003
109619	8.4671e-003
109620	8.94e-003
109621	9.8158e-003
109622	1.1142e-002
109623	1.0001e-002
109624	5.3659e-003
109625	6.6948e-003
109626	7.4798e-003
109627	7.4607e-003
109628	7.7181e-003
109629	7.7024e-003
109630	7.8253e-003
109631	7.9328e-003
109632	8.0107e-003
109633	7.8988e-003
109634	7.9653e-003
109635	8.0495e-003
109636	8.1841e-003
109637	8.3849e-003
109638	8.7316e-003
109639	8.5801e-003
109640	8.376e-003
109641	8.8387e-003
109642	8.6131e-003
109643	8.6311e-003
109644	8.279e-003
109645	7.8505e-003
109646	8.8103e-003
109647	9.8144e-003
109648	1.0351e-002
109649	1.0915e-002
109650	1.0912e-002
109651	7.5577e-003
109652	6.7133e-003
109653	7.4536e-003
109654	7.4509e-003
109655	7.6749e-003
109656	7.7361e-003
109657	7.8018e-003
109658	7.908e-003
109659	7.8838e-003
109660	7.9679e-003
109661	8.1483e-003
109662	8.1363e-003
109663	8.426e-003
109664	8.6142e-003
109665	8.6927e-003
109666	8.5312e-003
109667	8.8612e-003
109668	8.6405e-003
109669	8.4302e-003
109670	8.1345e-003
109671	8.4602e-003
109672	8.1941e-003
109673	8.4115e-003
109674	8.9756e-003
109675	9.716e-003
109676	1.1122e-002
109677	1.1059e-002
109678	1.0207e-002
109679	6.8255e-003
109680	7.501e-003
109681	7.515e-003
109682	7.7257e-003
109683	7.763e-003
109684	7.85e-003
109685	7.932e-003
109686	7.9526e-003
109687	8.0742e-003
109688	8.152e-003
109689	8.2625e-003
109690	8.4536e-003
109691	8.407e-003
109692	8.584e-003
109693	8.536e-003
109694	8.7039e-003
109695	8.3192e-003
109696	8.2112e-003
109697	8.3815e-003
109698	8.3056e-003
109699	9.3667e-003
109700	8.9946e-003
109701	9.1394e-003
109702	8.6641e-003
109703	1.079e-002
109704	1.1205e-002
109705	1.1465e-002
109706	7.001e-003
109707	7.5137e-003
109708	7.583e-003
109709	7.8091e-003
109710	7.8233e-003
109711	7.8486e-003
109712	7.942e-003
109713	8.022e-003
109714	8.056e-003
109715	8.2588e-003
109716	8.3257e-003
109717	8.3651e-003
109718	8.2699e-003
109719	8.2309e-003
109720	8.3806e-003
109721	8.4919e-003
109722	8.318e-003
109723	8.3497e-003
109724	8.6028e-003
109725	8.3714e-003
109726	8.2011e-003
109727	9.0626e-003
109728	9.3266e-003
109729	9.426e-003
109730	1.0299e-002
109731	1.0858e-002
109732	1.0449e-002
109733	6.8554e-003
109734	7.4919e-003
109735	7.6559e-003
109736	7.8677e-003
109737	7.8746e-003
109738	7.8565e-003
109739	7.9394e-003
109740	8.0135e-003
109741	8.0891e-003
109742	8.1603e-003
109743	8.2212e-003
109744	8.2722e-003
109745	8.2149e-003
109746	8.2435e-003
109747	7.9794e-003
109748	8.24e-003
109749	8.0436e-003
109750	8.1676e-003
109751	8.1981e-003
109752	8.3689e-003
109753	9.0829e-003
109754	9.1213e-003
109755	9.1632e-003
109756	9.2394e-003
109757	8.6806e-003
109758	1.086e-002
109759	1.1455e-002
109760	7.1224e-003
109761	7.5827e-003
109762	7.69e-003
109763	7.9759e-003
109764	7.9563e-003
109765	7.9193e-003
109766	8.0256e-003
109767	8.0702e-003
109768	8.1454e-003
109769	8.2215e-003
109770	8.1727e-003
109771	8.1126e-003
109772	8.1463e-003
109773	8.2718e-003
109774	7.9336e-003
109775	7.9793e-003
109776	8.1142e-003
109777	8.4541e-003
109778	8.6039e-003
109779	8.4681e-003
109780	8.7619e-003
109781	9.0977e-003
109782	9.051e-003
109783	8.9467e-003
109784	8.6714e-003
109785	9.4203e-003
109786	1.1436e-002
109787	6.9802e-003
109788	7.6254e-003
109789	7.7987e-003
109790	8.1174e-003
109791	8.0488e-003
109792	8.0951e-003
109793	8.5982e-003
109794	8.4392e-003
109795	8.4959e-003
109796	8.2263e-003
109797	8.0865e-003
109798	8.0146e-003
109799	8.1365e-003
109800	7.8979e-003
109801	8.0594e-003
109802	8.2546e-003
109803	8.62e-003
109804	8.5397e-003
109805	8.4679e-003
109806	8.6645e-003
109807	7.8737e-003
109808	9.1118e-003
109809	9.1021e-003
109810	8.8031e-003
109811	8.6584e-003
109812	9.5954e-003
109813	1.0583e-002
109814	6.9486e-003
109815	7.7349e-003
109816	7.9565e-003
109817	8.4147e-003
109818	8.1629e-003
109819	8.1849e-003
109820	8.8006e-003
109821	8.7659e-003
109822	8.6332e-003
109823	8.1047e-003
109824	7.9439e-003
109825	7.9343e-003
109826	7.9251e-003
109827	8.0039e-003
109828	8.203e-003
109829	8.5175e-003
109830	8.5181e-003
109831	8.8077e-003
109832	8.6604e-003
109833	8.316e-003
109834	8.0697e-003
109835	8.2513e-003
109836	8.7904e-003
109837	8.8048e-003
109838	8.5567e-003
109839	8.8976e-003
109840	1.0515e-002
109841	7.013e-003
109842	7.9268e-003
109843	8.1001e-003
109844	8.8456e-003
109845	8.6681e-003
109846	8.2043e-003
109847	8.1266e-003
109848	8.6373e-003
109849	8.0888e-003
109850	7.8719e-003
109851	7.7815e-003
109852	7.796e-003
109853	7.8497e-003
109854	8.0461e-003
109855	8.1989e-003
109856	8.5944e-003
109857	8.7867e-003
109858	8.3982e-003
109859	8.5603e-003
109860	8.0453e-003
109861	7.6727e-003
109862	7.5714e-003
109863	9.067e-003
109864	8.7409e-003
109865	9.2645e-003
109866	9.1426e-003
109867	9.7934e-003
109868	7.1805e-003
109869	8.0576e-003
109870	8.334e-003
109871	8.2067e-003
109872	8.1344e-003
109873	8.1283e-003
109874	8.0299e-003
109875	8.0204e-003
109876	7.8117e-003
109877	7.6985e-003
109878	7.6919e-003
109879	7.7848e-003
109880	7.8912e-003
109881	8.1436e-003
109882	8.3646e-003
109883	8.4719e-003
109884	8.6582e-003
109885	8.158e-003
109886	8.2481e-003
109887	8.0115e-003
109888	8.3035e-003
109889	9.0983e-003
109890	8.9227e-003
109891	8.7145e-003
109892	8.6776e-003
109893	9.3222e-003
109894	9.5553e-003
109895	7.5369e-003
109896	8.1604e-003
109897	8.0853e-003
109898	8.0881e-003
109899	8.066e-003
109900	8.0278e-003
109901	7.924e-003
109902	7.8931e-003
109903	7.8095e-003
109904	7.6035e-003
109905	7.665e-003
109906	7.8312e-003
109907	7.9493e-003
109908	8.1008e-003
109909	8.4385e-003
109910	8.5177e-003
109911	8.6035e-003
109912	8.4259e-003
109913	8.1153e-003
109914	8.155e-003
109915	7.9226e-003
109916	8.7255e-003
109917	8.8948e-003
109918	8.6232e-003
109919	9.0878e-003
109920	8.5594e-003
109921	1.0759e-002
109922	7.411e-003
109923	8.0417e-003
109924	8.0662e-003
109925	8.0387e-003
109926	7.9682e-003
109927	7.9474e-003
109928	7.8303e-003
109929	7.7995e-003
109930	7.8026e-003
109931	7.6054e-003
109932	7.7351e-003
109933	7.8667e-003
109934	8.0537e-003
109935	8.2884e-003
109936	8.4766e-003
109937	8.6508e-003
109938	8.3989e-003
109939	8.401e-003
109940	8.2372e-003
109941	8.483e-003
109942	7.7566e-003
109943	8.9566e-003
109944	8.8877e-003
109945	8.5053e-003
109946	8.4348e-003
109947	9.148e-003
109948	7.6928e-003
109949	7.8019e-003
109950	8.0034e-003
109951	7.8662e-003
109952	7.9357e-003
109953	7.8571e-003
109954	7.8136e-003
109955	7.694e-003
109956	7.5991e-003
109957	7.6798e-003
109958	7.8156e-003
109959	7.9912e-003
109960	8.1988e-003
109961	8.3809e-003
109962	8.4885e-003
109963	8.5055e-003
109964	8.3363e-003
109965	8.1668e-003
109966	8.2519e-003
109967	8.3863e-003
109968	9.0225e-003
109969	8.8728e-003
109970	8.3893e-003
109971	8.2282e-003
109972	8.4581e-003
109973	8.0227e-003
109974	7.749e-003
109975	7.6944e-003
109976	7.9546e-003
109977	7.8815e-003
109978	7.8962e-003
109979	7.8589e-003
109980	7.6318e-003
109981	7.6381e-003
109982	7.6952e-003
109983	7.8022e-003
109984	7.9661e-003
109985	8.15e-003
109986	8.2841e-003
109987	8.4206e-003
109988	8.4723e-003
109989	8.3606e-003
109990	8.2435e-003
109991	8.2595e-003
109992	8.5552e-003
109993	8.2718e-003
109994	9.1194e-003
109995	8.3929e-003
109996	7.7607e-003
109997	8.4546e-003
109998	8.9569e-003
109999	9.0461e-003
110000	7.7202e-003
110001	7.6682e-003
110002	7.6844e-003
110003	7.6231e-003
110004	7.8371e-003
110005	7.372e-003
110006	7.5532e-003
110007	7.7707e-003
110008	7.8448e-003
110009	7.9301e-003
110010	8.1001e-003
110011	8.2496e-003
110012	8.2993e-003
110013	8.3773e-003
110014	8.3664e-003
110015	8.2623e-003
110016	8.2073e-003
110017	8.2866e-003
110018	8.5525e-003
110019	8.7915e-003
110020	8.5819e-003
110021	8.7359e-003
110022	8.3817e-003
110023	8.5591e-003
110024	8.8248e-003
110025	7.5369e-003
110026	7.7701e-003
110027	7.6869e-003
110028	7.6072e-003
110029	7.7153e-003
110030	7.5632e-003
110031	7.6713e-003
110032	7.826e-003
110033	7.9564e-003
110034	8.0362e-003
110035	8.1649e-003
110036	8.3089e-003
110037	8.3078e-003
110038	8.2386e-003
110039	8.2208e-003
110040	8.1879e-003
110041	8.2802e-003
110042	8.5235e-003
110043	8.6641e-003
110044	8.9735e-003
110045	8.4767e-003
110046	7.9031e-003
110047	8.6133e-003
110048	8.9392e-003
110049	9.502e-003
110050	7.3362e-003
110051	7.78e-003
110052	7.4742e-003
110053	7.5191e-003
110054	7.6337e-003
110055	7.6698e-003
110056	7.9288e-003
110057	7.9701e-003
110058	8.0872e-003
110059	8.1651e-003
110060	8.2249e-003
110061	8.2992e-003
110062	8.271e-003
110063	8.1482e-003
110064	8.1656e-003
110065	8.2602e-003
110066	8.4639e-003
110067	8.6961e-003
110068	8.8425e-003
110069	8.7396e-003
110070	8.4111e-003
110071	8.2215e-003
110072	8.7999e-003
110073	9.1347e-003
110074	8.5608e-003
110075	7.4462e-003
110076	8.2231e-003
110077	7.6463e-003
110078	7.7491e-003
110079	7.8937e-003
110080	7.9972e-003
110081	8.1086e-003
110082	8.1946e-003
110083	8.2425e-003
110084	8.2636e-003
110085	8.2422e-003
110086	8.205e-003
110087	8.1868e-003
110088	8.1349e-003
110089	8.2288e-003
110090	8.4449e-003
110091	8.701e-003
110092	8.7648e-003
110093	8.7376e-003
110094	8.5103e-003
110095	8.2529e-003
110096	8.4528e-003
110097	8.9573e-003
110098	9.6418e-003
110099	7.4662e-003
110100	8.3762e-003
110101	7.8595e-003
110102	8.137e-003
110103	8.1382e-003
110104	8.2008e-003
110105	8.2504e-003
110106	8.2985e-003
110107	8.3113e-003
110108	8.2911e-003
110109	8.2199e-003
110110	8.1743e-003
110111	8.1605e-003
110112	8.1686e-003
110113	8.3649e-003
110114	8.6453e-003
110115	8.9042e-003
110116	8.8198e-003
110117	8.5495e-003
110118	8.232e-003
110119	8.3385e-003
110120	8.7246e-003
110121	8.948e-003
110122	8.5802e-003
110123	7.4007e-003
110124	8.1519e-003
110125	7.9291e-003
110126	8.3049e-003
110127	8.306e-003
110128	8.3473e-003
110129	8.3285e-003
110130	8.2922e-003
110131	8.265e-003
110132	8.2264e-003
110133	8.1965e-003
110134	8.208e-003
110135	8.2797e-003
110136	8.4145e-003
110137	8.6518e-003
110138	8.8579e-003
110139	8.9643e-003
110140	8.6968e-003
110141	8.4048e-003
110142	8.2862e-003
110143	8.5409e-003
110144	8.8637e-003
110145	8.8353e-003
110146	7.3035e-003
110147	8.1939e-003
110148	8.0134e-003
110149	8.4176e-003
110150	8.3194e-003
110151	8.3497e-003
110152	8.3451e-003
110153	8.2402e-003
110154	8.2275e-003
110155	8.1822e-003
110156	8.2123e-003
110157	8.3748e-003
110158	8.5464e-003
110159	8.733e-003
110160	8.9241e-003
110161	8.9501e-003
110162	8.8273e-003
110163	8.4931e-003
110164	8.499e-003
110165	8.6983e-003
110166	8.7323e-003
110167	8.8097e-003
110168	7.0534e-003
110169	8.3865e-003
110170	8.3216e-003
110171	8.6121e-003
110172	8.2556e-003
110173	8.2675e-003
110174	8.3106e-003
110175	8.2717e-003
110176	8.2604e-003
110177	8.3362e-003
110178	8.3922e-003
110179	8.6265e-003
110180	8.8179e-003
110181	8.9893e-003
110182	9.0028e-003
110183	8.8599e-003
110184	8.6145e-003
110185	8.5657e-003
110186	8.9139e-003
110187	9.1589e-003
110188	9.1075e-003
110189	8.7157e-003
110190	7.8549e-003
110191	1.0124e-002
110192	8.38e-003
110193	8.4626e-003
110194	8.253e-003
110195	8.3204e-003
110196	8.395e-003
110197	8.426e-003
110198	8.4548e-003
110199	8.6369e-003
110200	8.7194e-003
110201	9.0082e-003
110202	9.0745e-003
110203	9.0592e-003
110204	8.8487e-003
110205	8.6417e-003
110206	8.6692e-003
110207	8.9809e-003
110208	9.2716e-003
110209	9.669e-003
110210	8.9305e-003
110211	8.7671e-003
110212	9.1914e-003
110213	8.481e-003
110214	8.2437e-003
110215	8.4234e-003
110216	8.5086e-003
110217	8.6267e-003
110218	8.8495e-003
110219	8.8251e-003
110220	8.9958e-003
110221	9.0725e-003
110222	9.1936e-003
110223	9.0768e-003
110224	8.878e-003
110225	8.605e-003
110226	8.6554e-003
110227	8.9494e-003
110228	9.2265e-003
110229	9.7248e-003
110230	9.1575e-003
110231	8.5602e-003
110232	8.0659e-003
110233	6.6019e-003
110234	8.9344e-003
110235	8.8015e-003
110236	9.0445e-003
110237	8.9961e-003
110238	9.1033e-003
110239	9.1408e-003
110240	9.2528e-003
110241	9.2269e-003
110242	9.0934e-003
110243	8.8651e-003
110244	8.7099e-003
110245	8.7564e-003
110246	8.8819e-003
110247	9.0411e-003
110248	9.6345e-003
110249	9.1673e-003
110250	8.2462e-003
110251	8.2676e-003
110252	9.1147e-003
110253	9.128e-003
110254	9.2003e-003
110255	9.2331e-003
110256	9.2867e-003
110257	9.3203e-003
110258	9.207e-003
110259	9.1556e-003
110260	8.9621e-003
110261	8.8351e-003
110262	8.8308e-003
110263	8.9705e-003
110264	9.0676e-003
110265	8.8779e-003
110266	9.2261e-003
110267	9.0424e-003
110268	7.2159e-003
110269	8.4103e-003
110270	9.6994e-003
110271	9.1868e-003
110272	9.4145e-003
110273	9.3538e-003
110274	9.2185e-003
110275	9.1193e-003
110276	8.9635e-003
110277	8.9106e-003
110278	8.8991e-003
110279	8.9834e-003
110280	9.1342e-003
110281	9.2289e-003
110282	9.639e-003
110283	8.84e-003
110284	8.6055e-003
110285	8.5589e-003
110286	9.1241e-003
110287	8.6688e-003
110288	9.4251e-003
110289	9.1862e-003
110290	9.1066e-003
110291	8.9704e-003
110292	8.9557e-003
110293	9.0482e-003
110294	9.0286e-003
110295	9.1639e-003
110296	9.1759e-003
110297	9.9293e-003
110298	9.4066e-003
110299	9.5762e-003
110300	8.0513e-003
110301	1.024e-002
110302	8.5822e-003
110303	9.1408e-003
110304	9.1249e-003
110305	9.2464e-003
110306	9.2053e-003
110307	9.2424e-003
110308	9.3968e-003
110309	9.2204e-003
110310	9.8653e-003
110311	9.5346e-003
110312	9.6633e-003
110313	8.7294e-003
110314	9.649e-003
110315	9.4274e-003
110316	9.749e-003
110317	9.504e-003
110318	9.3853e-003
110319	9.5345e-003
110320	9.2745e-003
110321	1.0125e-002
110322	9.9461e-003
110323	9.2474e-003
110324	9.6479e-003
110325	8.6941e-003
110326	8.1356e-003
110327	1.0268e-002
110328	1.0329e-002
110329	1.0348e-002
110330	9.9747e-003
110331	9.8353e-003
110332	9.1863e-003
110333	9.7665e-003
110334	9.328e-003
110335	8.5274e-003
110336	1.0167e-002
110337	1.0059e-002
110338	1.0042e-002
110339	8.7665e-003
110340	9.0381e-003
110341	1.4059e-002
110342	7.4529e-003
110343	7.058e-003
110344	8.1619e-003
110345	9.2278e-003
110346	7.2742e-003
110347	9.5435e-003
110348	9.5114e-003
110349	7.3224e-003
110350	7.6877e-003
110351	6.7585e-003
110352	6.6791e-003
110353	6.7221e-003
110354	6.915e-003
110355	7.6974e-003
110356	8.9372e-003
110357	1.2149e-002
110358	9.4135e-003
110359	6.4896e-003
110360	8.0881e-003
110361	6.6594e-003
110362	6.7333e-003
110363	6.8058e-003
110364	6.5108e-003
110365	6.7483e-003
110366	7.2115e-003
110367	8.5475e-003
110368	9.0465e-003
110369	9.391e-003
110370	9.9325e-003
110371	5.8055e-003
110372	6.5983e-003
110373	6.6621e-003
110374	6.8956e-003
110375	7.2215e-003
110376	7.0306e-003
110377	6.7723e-003
110378	7.1655e-003
110379	7.6593e-003
110380	8.0203e-003
110381	7.7154e-003
110382	7.8045e-003
110383	8.4058e-003
110384	1.1529e-002
110385	6.4751e-003
110386	6.6568e-003
110387	6.7603e-003
110388	6.995e-003
110389	6.9643e-003
110390	7.1028e-003
110391	7.3025e-003
110392	7.1713e-003
110393	6.6264e-003
110394	7.8882e-003
110395	7.7937e-003
110396	7.7307e-003
110397	7.6642e-003
110398	9.0757e-003
110399	1.1812e-002
110400	1.2063e-002
110401	6.5521e-003
110402	6.6935e-003
110403	6.79e-003
110404	6.9151e-003
110405	7.0352e-003
110406	7.3902e-003
110407	7.2665e-003
110408	7.5528e-003
110409	6.9642e-003
110410	7.762e-003
110411	7.8002e-003
110412	7.6482e-003
110413	7.8067e-003
110414	8.272e-003
110415	8.0593e-003
110416	8.8596e-003
110417	1.1838e-002
110418	6.6324e-003
110419	6.7454e-003
110420	7.2768e-003
110421	7.3198e-003
110422	7.3353e-003
110423	7.2496e-003
110424	7.3832e-003
110425	7.5262e-003
110426	7.982e-003
110427	7.6996e-003
110428	7.7434e-003
110429	7.7228e-003
110430	7.3084e-003
110431	7.1527e-003
110432	7.8253e-003
110433	7.567e-003
110434	8.9521e-003
110435	7.0729e-003
110436	6.9624e-003
110437	7.0651e-003
110438	7.461e-003
110439	7.2809e-003
110440	7.449e-003
110441	7.5989e-003
110442	7.602e-003
110443	8.1194e-003
110444	8.1056e-003
110445	7.9027e-003
